OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Street Address,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
26391,2015,Multifamily LR (1-4),Low-Rise Multifamily,CULP APTS,8816400005,4-41 Kakubancho,4,NORTHEAST,1928,1,3,27996,4156,23840,"Multifamily Housing, Parking",Multifamily Housing,23840,Parking,4156,,,,91,34,38.3,73.8,84.6,810543,914225,0,127264,434243,3763,376317,0,23.01,0.76,No,,Compliant,,,60,,38,18383
26392,2015,NonResidential,Other,WELLS FARGO BANK,8816400105,650-1 Otsuka-cho,4,NORTHEAST,1912,1,2,25767,0,25767,Bank Branch,Bank Branch,17434,,,,,,19,94.3,96.5,296.1,303.1,1644233,1682672,0,481897,1644301,0,0,0,11.46,0.17,No,,Compliant,,,60,,38,18383
26393,2015,NonResidential,Retail Store,RETAIL AND OFFICES,8816400135,841 Taisyacho-kizukiminami,4,NORTHEAST,1953,1,4,33910,0,33910,"Office, Retail Store",Retail Store,14585,Office,14462,,,,72,63.8,67.9,164.3,165.4,1853271,1972811,0,396219,1351956,5014,501371,0,36.05,0.89,No,,Compliant,,,60,,38,18383
26396,2015,NonResidential,Worship Facility,UNIVERSITY CHRISTIAN CHURCH,8816400210,472-2 Asahimachi,4,NORTHEAST,1927,1,2,78401,0,78401,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400,Office,9940,K-12 School,4960,,,27.4,34.6,55.2,65.8,2149322,2713090,0,291029,993032,11563,1156331,0,68.34,0.82,No,,Compliant,,,60,,38,18383
26398,2015,Multifamily LR (1-4),Low-Rise Multifamily,WAYFARER APARTMENTS,8816400250,12-3 Kotobukicho,4,NORTHEAST,1923,1,3,26008,0,26008,Multifamily Housing,Multifamily Housing,24000,,,,,,84,45.6,54.7,68.7,78.8,1094343,1313772,0,69965,238729,8556,855624,0,47.11,1.77,No,,Compliant,,,60,,38,18383
26400,2015,Multifamily LR (1-4),Low-Rise Multifamily,RIVENDELL APTS,8816400270,2236-102 Nakashima,4,NORTHEAST,1999,1,4,34962,12778,22184,Multifamily Housing,Multifamily Housing,34962,,,,,,77,20.4,22.1,64,69.4,712126,772816,0,208712,712155,0,0,0,4.96,0.05,No,,Compliant,,,60,,38,18383
26401,2015,Multifamily LR (1-4),Low-Rise Multifamily,HIATT APARTMENTS,8816400275,1-7-1 Achi,4,NORTHEAST,1959,1,4,26185,4004,22181,"Multifamily Housing, Parking",Multifamily Housing,26185,Parking,8000,,,,90,23.7,26.2,74.6,82.3,621698,686240,0,182209,621723,0,0,0,4.33,0.06,No,,Compliant,,,60,,38,18383
26402,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LOTHLORIEN APARTMENTS,8816400325,1-25-1 Chikkoshinmachi Minami-ku,4,NORTHEAST,2007,1,7,130600,33395,97205,"Multifamily Housing, Parking",Multifamily Housing,130600,Parking,33395,,,,92,26.2,27.5,82.2,86.3,3418302,3590563,0,1001847,3418444,0,0,0,23.83,0.07,No,,Compliant,,,60,,38,18383
26409,2015,Multifamily LR (1-4),Low-Rise Multifamily,DAVISON APTS - 22 UNITS,8816400420,2-5-1 Shikatacho Kita-ku,4,NORTHEAST,1926,1,3,22018,1416,20602,"Multifamily Housing, Parking",Multifamily Housing,22018,Parking,1416,,,,90,25.1,28.3,54.5,62.6,552391,622854,0,87004,296871,2555,255532,0,15.64,0.65,No,,Compliant,,,60,,47,18383
26423,2015,Multifamily LR (1-4),Low-Rise Multifamily,FREMONT PLACE,9522100425,3 Chika Ichibangai Ekinomotocho,6,NORTHWEST,1983,1,4,25721,0,25721,Multifamily Housing,Multifamily Housing,25721,,,,,,23,36.6,39.9,115,125.2,942362,1025192,0,276190,942401,0,0,0,6.57,0.1,Yes,,Compliant,,,20,,2,18377
26425,2015,Multifamily LR (1-4),Low-Rise Multifamily,WOODLAND CREST CONDOMINIUM,9522200000,329-1 Nodononishimachi Kita-ku,6,NORTHWEST,1985,1,3,27432,0,27432,"Multifamily Housing, Parking",Multifamily Housing,28026,Parking,8330,,,,87,28.1,31.4,88.3,98.7,788055,881293,0,230966,788087,0,0,0,5.49,0.08,No,,Compliant,,,47,,2,18377
26429,2015,Multifamily MR (5-9),Senior Care Community,NORSE HOME,9523100630,124-1 Nishigawara Naka-ku,6,NORTHWEST,1955,1,7,95599,0,95599,Senior Care Community,Senior Care Community,91900,,,,,,51,81.7,98,138.8,156,7506587,9010103,0,684046,2334061,51726,5172623,0,290.99,2.94,No,,Compliant,,,47,,2,18377
26434,2015,Multifamily LR (1-4),Low-Rise Multifamily,APARTMENTS,9523101015,1-11-54 Nakasange Kita-ku,6,NORTHWEST,1930,1,3,32810,5634,27176,"Multifamily Housing, Parking",Multifamily Housing,27176,Parking,5634,,,,69,72.3,86,94.2,109,1965529,2336968,0,69588,237443,17281,1728095,0,93.43,2.82,No,,Compliant,,,47,,2,18377
26460,2015,NonResidential,Non-Refrigerated Warehouse,MARINER SQUARE,4083307185,1-2-1 Shimoishii Kita-ku,4,LAKE UNION,1979,1,2,78716,0,78716,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275,Office,29399,Retail Store,6278,,24,59.4,59.4,178.7,178.7,4673827,4673827,0,1284847,4384080,2899,289928,0,45.96,0.34,Yes,,Compliant,,,61,,3,18377
26465,2015,NonResidential,K-12 School,ST BENEDICT SCHOOL,4083800835,2-1-1 Osu,4,LAKE UNION,1910,1,2,33300,0,33300,K-12 School,K-12 School,30740,,,,,,94,49.8,67.5,72.4,92.4,1530744,2074269,0,86897,296504,12343,1234253,0,67.62,1.99,No,,Compliant,,,61,,3,18377
26473,2015,NonResidential,Supermarket/Grocery Store,Q F C,4083802815,6-2-14 Minamizaocho,4,LAKE UNION,1957,1,1,28808,0,28808,Supermarket/Grocery Store,Supermarket/Grocery Store,31174,,,,,,28,308.5,327,705.4,715.4,9617898,10193392,0,1667560,5689951,39282,3928182,0,248.29,7.77,No,,Compliant,,,61,,3,18377
26479,2015,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION HOUSE THE CONDOMINIUM,4087300000,3-1-25 Irifunecho,4,LAKE UNION,1978,1,4,23101,0,23101,Multifamily Housing,Multifamily Housing,23101,,,,,,70,26.5,29.3,83.1,92.1,611336,677948,0,179172,611361,0,0,0,4.26,0.07,Yes,,Compliant,,,20,,3,18377
26482,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUARTERDECK CONDOMINIUM,7002800000,293 Kamihera,7,MAGNOLIA / QUEEN ANNE,1974,1,4,81821,0,81821,Multifamily Housing,Multifamily Housing,68149,,,,,,27,36.3,39.8,113.9,124.9,2471623,2710909,0,724391,2471725,0,0,0,17.23,0.08,No,,Compliant,,,33,,27,18235
26504,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUEEN ANNE HS CONDOS,7014300000,2-2-1 Shimohera,7,MAGNOLIA / QUEEN ANNE,1908,1,3,135608,0,135608,"Multifamily Housing, Parking",Multifamily Housing,167409,Parking,26234,,,,85,29.8,33.6,77.8,88.6,4982425,5627204,0,1093246,3730310,12523,1252269,0,92.51,0.56,No,,Compliant,,,50,,39,18390
26506,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUEEN ANNE OCEAN VIEW CONDOMINIUM,7014850000,5661 Takayachokodani,7,MAGNOLIA / QUEEN ANNE,1990,1,4,41126,0,41126,Multifamily Housing,Multifamily Housing,41126,,,,,,23,50.3,58.5,112.3,126.6,2068762,2405888,0,343240,1171182,8976,897629,0,55.84,1.24,No,,Compliant,,,50,,39,19575
26509,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUEEN ANNE 20 CONDOMINIUM,7015400000,3-2-1 Gion Asaminami-ku,7,MAGNOLIA / QUEEN ANNE,1977,1,4,29088,0,29088,"Multifamily Housing, Parking",Multifamily Housing,24288,Parking,4860,,,,92,23.5,27,73.9,84.9,571384,656381,0,167463,571408,0,0,0,3.98,0.05,No,,Compliant,,,50,,39,19575
26514,2015,Multifamily LR (1-4),Low-Rise Multifamily,WALMOR APTS,8816400550,9-1 Hondori Naka-ku,4,NORTHEAST,1965,1,4,30034,1874,28160,Multifamily Housing,Multifamily Housing,28160,,,,,,96,23.4,26.5,73.5,83.2,659450,746394,0,193274,659478,0,0,0,4.6,0.06,No,,Compliant,,,60,,47,18383
26519,2015,Multifamily MR (5-9),Mid-Rise Multifamily,17 APT UNITS-OFC-STORE,8816400595,2-224-7 Minamimachi Minami-ku,4,NORTHEAST,1975,1,6,30481,8076,22405,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,17256,Parking,5318,Retail Store,5149,,,25.9,31,81.4,97.4,580688,694781,0,170190,580712,0,0,0,4.05,0.05,No,,Compliant,,,60,,47,18383
26520,2015,Multifamily MR (5-9),Mid-Rise Multifamily,ADRIA,8816400630,1-2-3 Kasumi Minami-ku Hiroshima,4,NORTHEAST,1981,1,5,20280,0,20280,"Multifamily Housing, Retail Store",Multifamily Housing,15524,Retail Store,4756,,,,,28.5,32.2,89.4,101,577642,652418,0,169297,577666,0,0,0,4.03,0.08,No,,Compliant,,,60,,47,18383
26523,2015,Multifamily LR (1-4),Low-Rise Multifamily,RENAISSANCE BUILDING,8816400710,Kamiyacho Naka-ku,4,NORTHEAST,1997,1,4,43644,10463,33181,"Multifamily Housing, Retail Store",Multifamily Housing,28289,Retail Store,5000,,,,96,22.1,23.7,62.1,66.8,736524,790182,0,181232,618389,1182,118161,0,10.59,0.18,Yes,,Compliant,,,60,,47,18383
26524,2015,Multifamily MR (5-9),Mid-Rise Multifamily,UNIVERSITY PLAZA APARTMENTS,8816400750,2-11-10 Otemachi Naka-ku,4,NORTHEAST,1998,1,5,37002,0,37002,Multifamily Housing,Multifamily Housing,37000,,,,,,88,25.3,27.1,79.4,85.2,935442,1004376,0,274162,935481,0,0,0,6.52,0.07,No,,Compliant,,,60,,47,18383
26528,2015,NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,8816400975,2-37 Matsubaracho Minami-ku,4,NORTHEAST,1957,1,1,27966,7004,20962,"Office, Parking",Office,20962,Parking,7004,,,,58,52.5,58.2,165,182.7,1101536,1219385,0,322842,1101582,0,0,0,7.68,0.11,No,,Compliant,,,60,,38,18383
26529,2015,NonResidential,Supermarket/Grocery Store,SAFEWAY STORE # 3091,8816401015,2-3-1 Danbarahinode Minami-ku,4,NORTHEAST,1950,1,1,26226,0,26226,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828,Parking,0,,,,39,290.1,301.7,742.6,742.7,7492939,7792211,0,1586178,5412264,20809,2080900,0,148.25,4.76,No,,Compliant,,,60,,38,18383
26530,2015,Multifamily LR (1-4),Low-Rise Multifamily,COSTAS/APTS/U SEAFOOD,8816401065,6-1-15 Ujinahigashi Minami-ku,4,NORTHEAST,1919,1,4,20600,0,20600,"Multifamily Housing, Retail Store",Multifamily Housing,16480,Retail Store,4120,,,,,64.3,66.8,106.7,109.3,1325206,1376297,0,112985,385522,9397,939700,0,52.59,2.47,No,,Compliant,,,60,,38,18383
26532,2015,NonResidential,Retail Store,KALBERG BUILDING,8816401120,2-26-1 Kusatsushinmachi Nishi-ku,4,NORTHEAST,1928,1,2,20760,0,20760,,,,,,,,,,45.8,45.8,143.7,143.7,950078,950078,0,278452,950117,0,0,0,6.62,0.12,No,,Compliant,,,60,,38,18383
26535,2015,NonResidential,Mixed Use Property,KEY BANK,8816401150,3-1 Aoyamacho,4,NORTHEAST,1976,1,2,34948,15755,19193,"Bank Branch, Parking",Bank Branch,19183,Parking,19183,,,,22,57.4,63.2,180.1,198.3,1100575,1211450,0,322560,1100620,0,0,0,7.67,0.08,No,,Compliant,,,60,,38,18383
26536,2015,Multifamily LR (1-4),Low-Rise Multifamily,University Regency Apt,8816401180,5-10 Takaramachi,4,NORTHEAST,1925,1,3,34090,0,34090,Multifamily Housing,Multifamily Housing,34090,,,,,,85,25.6,28.7,80.5,90.1,874117,978354,0,256189,874153,0,0,0,6.09,0.07,No,,Compliant,,,60,,38,18383
26550,2015,Multifamily HR (10+),Senior Care Community,"HEARTHSTONE RETIREMENT HOME, THE",9528100355,6-4-1 Nakagawa,6,NORTHWEST,1965,1,10,198752,0,198752,"Parking, Senior Care Community",Senior Care Community,198752,Parking,30000,,,,28,102.2,113.7,181.6,192.2,20311228,22596462,0,2071839,7069408,132421,13242114,0,752.57,3.63,No,,Compliant,,,53,,25,18377
26553,2015,Multifamily LR (1-4),Low-Rise Multifamily,ALADDIN APTS,9528100465,2-28 Arcaport,6,NORTHWEST,1958,1,3,38035,0,38035,Multifamily Housing,Multifamily Housing,38035,,,,,,100,15.8,16.1,42.8,46,602005,614125,0,139896,477345,1247,124680,0,9.95,0.21,No,,Compliant,Low Outlier,,53,,25,18377
26555,2015,Multifamily LR (1-4),Low-Rise Multifamily,CIRCA GREEN LAKE,9528100545,3-1-1 Ikurashinmachi,6,NORTHWEST,2008,1,4,191226,128050,63176,"Fast Food Restaurant, Fitness Center/Health Club/Gym, Medical Office, Multifamily Housing, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Multifamily Housing,299642,Parking,128050,Medical Office,6578,"2016, 2015, 2014",85,27.9,29.2,64.7,66.6,8909924,9319858,0,1586643,5413851,34963,3496298,0,223.43,1.05,No,,Compliant,,,53,,25,18792
26567,2015,Multifamily LR (1-4),Low-Rise Multifamily,GREENLAKE TERRACE APTS,9528101345,"4-4-10, Takezaki-cho,, Shimonoseki-shi",6,NORTHWEST,1986,1,4,55624,14598,41026,"Multifamily Housing, Parking",Multifamily Housing,41026,Parking,14598,,,,97,25.7,27.8,80.8,87.4,1056059,1142254,0,309513,1056103,0,0,0,7.36,0.05,No,,Compliant,,,53,,25,18792
26574,2015,Multifamily HR (10+),High-Rise Multifamily,GREENLAKE PLAZA APTS,9528101850,88-1 Higashinakazu Okuno,6,NORTHWEST,1969,1,11,94410,0,94410,Multifamily Housing,Multifamily Housing,94410,,,,,,33,49.4,56,133.3,152.7,4660015,5283015,0,1078704,3680691,9795,979478,0,77.68,0.66,No,,Compliant,,,53,,25,18792
26583,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CITY VIEW LESCHI,1598700000,2-5 Okinohama,3,CENTRAL,2004,1,5,26583,0,26583,"Multifamily Housing, Retail Store",Multifamily Housing,20000,Retail Store,1768,,,,,69.2,70.4,172.6,176.3,1505639,1531515,0,305177,1041309,4644,464374,0,31.92,1.03,No,,Compliant,,,32,,18,17919
26587,2015,NonResidential,Small- and Mid-Sized Office,OFFICE BUILDING,4088802669,1-61 Terashimahonchonishi,4,LAKE UNION,1998,1,3,37639,9999,27640,"Laboratory, Office",Office,20434,Laboratory,7557,,,,,203.2,209.4,638.2,657.6,5689125,5862509,0,1667351,5689238,1,122,0,39.67,0.4,No,,Compliant,High Outlier,,17,,10,18376
26592,2015,Multifamily LR (1-4),Low-Rise Multifamily,STATE HOTEL (LIVE/WORK LOFTS),5247800470,3-21-2 Utazucho,7,DOWNTOWN,1900,1,4,21840,0,21840,"Multifamily Housing, Restaurant",Multifamily Housing,21840,Restaurant,4752,,,,98,18,18,56.6,56.6,479638,479638,0,140574,479657,0,0,0,3.34,0.06,Yes,,Compliant,,,49,,20,18379
26593,2015,NonResidential,Small- and Mid-Sized Office,DEL MAR BUILDING (HOTEL DEL MAR BUILDING),5247800481,1750-1 Ikenobe,7,DOWNTOWN,1900,1,4,22840,0,22840,"Office, Other",Office,18400,Other,4440,,,,61,40.2,48,126.3,150.7,918514,1096155,0,269201,918552,0,0,0,6.4,0.11,Yes,,Compliant,,,49,,20,18379
26594,2015,NonResidential,Other,107 Occidental Ave S Retail,5247800535,6-1 Marugamemachi,7,DOWNTOWN,1900,1,1,21420,0,21420,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420,Bar/Nightclub,5000,Supermarket/Grocery Store,2000,,,44.8,44,133.4,128.6,869835,855227,0,235331,802981,669,66887,0,9.15,0.27,No,,Compliant,,,49,,20,18379
26596,2015,NonResidential,Mixed Use Property,RETAIL BUILDING,5247800575,1-3-1 Tokiwacho,7,DOWNTOWN,1900,1,1,20880,0,20880,,,,,,,,,,99.5,97.6,216.6,210.6,2078370,2037907,0,328330,1120310,9581,958107,0,58.69,2.58,No,,Compliant,,,49,,20,18379
26598,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LUCKNOW/WATERFALL PLACE APTS,5247800660,3010-3 Otashimomachi,7,DOWNTOWN,1900,1,5,38765,2280,36485,Multifamily Housing,Multifamily Housing,26759,,,,,,94,20.2,22.7,63.4,71.3,540465,607959,0,158401,540488,0,0,0,3.77,0.04,No,,Compliant,,,49,,20,18379
26600,2015,NonResidential,Mixed Use Property,CADILLAC HOTEL/HISTORICAL SOCIETY,5247800715,1-1 Kozaihonmachi,7,DOWNTOWN,1966,1,3,26000,0,26000,"Office, Other - Entertainment/Public Assembly",Office,13000,Other - Entertainment/Public Assembly,13000,,,,,64.5,64.5,129.3,129.3,1677877,1677877,0,224360,765548,9124,912361,0,53.79,1.94,No,,Compliant,,,49,,20,18379
26601,2015,NonResidential,Small- and Mid-Sized Office,DUNCAN BUILDING,5247800720,608-1 Chusho Sanjocho,7,DOWNTOWN,1900,1,3,38675,0,38675,"Office, Restaurant",Office,12100,Restaurant,4281,,,,,111.5,108.5,275.3,266,1826107,1777234,0,363562,1240525,5856,585633,0,39.75,0.89,No,,Compliant,,,49,,20,18379
26602,2015,Nonresidential COS,Small- and Mid-Sized Office,Fire Headquarters,5247800725,2084-5 Fuseishicho,7,DOWNTOWN,1929,1,4,49951,0,49951,"Office, Other",Office,32039,Other,24035,,,,,81.4,94.9,163.7,177.8,4565085,5319777,310440,608531,2076394,21783,2178337,0,154.13,2.91,No,,Compliant,,,49,,20,18379
26603,2015,Multifamily LR (1-4),Low-Rise Multifamily,QUEEN"S COURT CONDO,7015800000,7-87 Nishitakamatsu 1-chome,7,MAGNOLIA / QUEEN ANNE,1930,1,3,23052,0,23052,Multifamily Housing,Multifamily Housing,32947,,,,,,89,22,24.1,66.8,73.3,725487,795230,0,201759,688430,371,37086,0,6.77,0.17,Yes,,Compliant,,,50,,40,18390
26607,2015,Multifamily LR (1-4),Low-Rise Multifamily,1811 EASTLAKE PROJECT,7117500010,1-1 Nigiwaihiroba,7,DOWNTOWN,2005,1,4,41461,0,41461,"Multifamily Housing, Parking",Multifamily Housing,33695,Parking,7993,,,,23,96.2,111.2,181.7,197.4,3242066,3746847,0,381082,1300304,19418,1941816,0,112.19,2.57,No,,Compliant,High Outlier,,56,,10,18081
26611,2015,NonResidential,Medical Office,NEIGHBORCARE HEALTH MEDICAL CLINIC,7129304415,850 Tsutsui,2,SOUTHEAST,2010,1,2,25880,0,25880,Medical Office,Medical Office,25880,,,,,,14,71,75.5,207.3,217.3,1838121,1954293,0,481798,1643962,1942,194228,0,21.78,0.57,No,,Compliant,,,51,,46,18800
26614,2015,Multifamily MR (5-9),Mid-Rise Multifamily,BARTON PLACE,7129304945,7-1-29 Minatomachi,2,SOUTHEAST,1971,1,6,65418,0,65418,Multifamily Housing,Multifamily Housing,65418,,,,,,45,37.7,43.1,98.9,114.4,2466267,2816416,0,544128,1856640,6097,609704,0,45.32,0.57,Yes,,Compliant,,,51,,46,18800
26618,2015,Multifamily LR (1-4),Low-Rise Multifamily,HIAWATHA LOFTS,7132300190,4-4-1 Minatomachi,3,CENTRAL,2007,1,4,65161,19205,45956,"Multifamily Housing, Parking",Multifamily Housing,65161,Parking,19205,,,,55,29.9,33.1,93.7,103.9,1945075,2155159,0,570069,1945156,0,0,0,13.56,0.08,No,,Compliant,,,43,,18,17919
26653,2015,Multifamily LR (1-4),Low-Rise Multifamily,UNIV PARK APTS,8823900835,3-7-28 Furukawakita,4,NORTHEAST,1981,1,4,28753,5782,22971,"Multifamily Housing, Parking",Multifamily Housing,22971,Parking,5782,,,,85,26,29.1,81.7,91.5,597761,669282,0,175194,597785,0,0,0,4.17,0.06,Yes,,Compliant,,,60,,47,18383
26657,2015,NonResidential,Worship Facility,UNIVERSITY LUTHERAN CHURCH,8823901075,3-1-1 Okaido,4,NORTHEAST,1927,1,3,41013,0,41013,"Office, Worship Facility",Worship Facility,32098,Office,2310,,,,,36.9,42.8,69.9,76,1271271,1471335,0,150300,512843,7584,758449,0,43.86,1.02,No,,Compliant,,,60,,47,18383
26659,2015,Multifamily LR (1-4),Other,ALPHA PHI SORORITY,8823901550,1-4-12 Chuo,4,NORTHEAST,1928,1,3,22232,0,22232,Other - Lodging/Residential,Other - Lodging/Residential,22232,,,,,,,55.9,65,97.3,106.9,1241738,1445061,0,120603,411515,8302,830240,0,46.96,2.03,No,,Compliant,,,60,,47,18383
26667,2015,NonResidential,Other,STUDENT RELIGIOUS ASSEMBLY CENTER,8823901885,8-8 Maedacho,4,NORTHEAST,2004,1,2,21075,0,21075,"Office, Social/Meeting Hall",Social/Meeting Hall,18075,Office,3000,,,,,71.9,82.6,142.2,151.9,1515375,1739892,0,197054,672375,8430,843027,0,49.46,2.21,No,,Compliant,,,60,,38,18383
26668,2015,Multifamily LR (1-4),Low-Rise Multifamily,TAMARAC APTS,8823901910,1-9-39 Kitamachi Azouno,4,NORTHEAST,1977,1,3,30358,5282,25076,"Multifamily Housing, Parking",Multifamily Housing,25076,Parking,5282,,,,97,21,23.4,65.9,73.5,526074,586636,0,154184,526096,0,0,0,3.67,0.05,No,,Compliant,,,60,,38,18383
26670,2015,NonResidential,Worship Facility,CALVARY TEMPLE CHURCH,9528102345,2-2-14 Obiyamachi,4,NORTHEAST,1950,1,3,46485,0,46485,Worship Facility,Worship Facility,63922,,,,,,71,27.7,29.8,62.1,65.4,1767480,1905896,0,296115,1010388,7571,757134,0,47.25,0.92,No,,Compliant,,,53,,47,18792
26671,2015,Multifamily LR (1-4),Low-Rise Multifamily,NORTH TOWNE MANOR,9528102750,1-4-8 Hadaminamimachi,4,NORTHEAST,1958,1,3,25943,0,25943,"Multifamily Housing, Parking",Multifamily Housing,25943,Parking,2640,,,,69,26.3,29.1,82.6,91.2,682420,753892,0,200006,682448,0,0,0,4.76,0.07,No,,Compliant,,,53,,47,18792
26672,2015,Multifamily LR (1-4),Low-Rise Multifamily,STRADA 67 APTS,9528102785,2-13-28 Ushioshinmachi,4,NORTHEAST,1989,1,4,36992,8917,28075,"Multifamily Housing, Parking",Multifamily Housing,23204,Parking,8917,,,,99,21.4,23.8,67.3,74.7,497620,552168,0,145844,497641,0,0,0,3.47,0.04,Yes,,Compliant,,,53,,47,18792
26676,2015,Multifamily LR (1-4),Low-Rise Multifamily,OSWEGO PLACE APTS,9528103560,434-1 Ryumyoji,6,NORTHWEST,1988,1,4,27770,6770,21000,Multifamily Housing,Multifamily Housing,27770,,,,,,95,20.4,21.7,62.7,66.9,565458,602461,0,161085,549645,158,15836,0,4.67,0.08,No,,Compliant,,,53,,25,18792
26677,2015,Multifamily LR (1-4),Low-Rise Multifamily,WEEDIN PLACE AT GREENLAKE APTS,9528103580,3-2-43 Saifu,6,NORTHWEST,1991,1,4,52263,16950,35313,Multifamily Housing,Multifamily Housing,52263,,,,,,97,23.2,25.1,55.9,58.8,1214929,1311302,0,230821,787594,4274,427368,0,28.19,0.47,No,,Compliant,,,53,,25,18792
26681,2015,NonResidential,Small- and Mid-Sized Office,RAVENNA OFFICE BUILDING,9528103705,306-15 Mukaizano,6,NORTHWEST,1965,1,4,56896,16128,40768,"Office, Parking",Office,40768,Parking,16128,,,,81,46.5,46.5,128.1,128.1,1897180,1897180,0,453188,1546343,3509,350902,0,29.42,0.4,No,,Compliant,,,53,,25,18792
26691,2015,Multifamily LR (1-4),Low-Rise Multifamily,OLMSTED MANOR (SHA),9528104120,8-1 Hakataeki-chuogai Hakata-ku,6,NORTHWEST,1986,1,4,31023,0,31023,Multifamily Housing,Multifamily Housing,31023,,,,,,68,27,30.1,84.9,94.6,839115,934920,0,245931,839150,0,0,0,5.85,0.07,Yes,,Compliant,,,53,,25,18792
26695,2015,NonResidential,Worship Facility,THE CHURCH IN SEATTLE,9528104205,2-1-1 Tenjin Chuo-ku,6,NORTHWEST,1978,1,2,27500,0,27500,Worship Facility,Worship Facility,27500,,,,,,70,18.7,22.6,42.9,49,513888,622022,0,89842,306552,2073,207349,0,13.15,0.43,No,,Compliant,,,53,,25,18792
26705,2015,NonResidential,Small- and Mid-Sized Office,GREYBAR BUILDING,5247800780,1-2-1 Kitabaru Nishi-ku,2,DOWNTOWN,1930,1,2,36630,0,36630,"Distribution Center, Office",Office,22000,Distribution Center,11000,,,,91,16,16,50.2,50.2,527803,527803,0,154690,527825,0,0,0,3.68,0.04,No,,Compliant,Low Outlier,,49,,20,18379
26706,2015,NonResidential,Small- and Mid-Sized Office,MOSES BUILDING,5247800855,1-13-25 Daimyo Chuo-ku,7,DOWNTOWN,1900,1,3,26830,0,26830,"Office, Other",Office,16838,Other,10000,,,,,81.9,83.7,187.1,188.9,2198421,2245225,0,380485,1298268,9002,900206,0,56.86,1.91,No,,Compliant,,,49,,20,18379
26708,2015,NonResidential,Small- and Mid-Sized Office,MOTTMAN BUILDING,5247800875,1-20 Imaizumi Chuo-ku,7,DOWNTOWN,1906,1,5,41920,0,41920,Office,Office,41920,,,,,,92,29.7,29.7,93.1,93.1,1243282,1243282,0,364385,1243334,0,0,0,8.67,0.08,No,,Compliant,,,49,,20,18379
26710,2015,NonResidential,Small- and Mid-Sized Office,MASINS BUILDING - IMPACT HUB,5247800890,9-1 Hakataeki-chuogai Hakata-ku,7,DOWNTOWN,1905,1,5,36879,0,36879,Office,Office,29331,,,,,,99,26,26,57.6,57.6,763065,763065,0,124386,424421,3387,338661,0,20.94,0.52,Yes,,Compliant,,,49,,20,18379
26711,2015,NonResidential,Other,ACE HOTEL  (UNION GOSPEL MISSION BUILDING),5247800930,4-23 Hakataekichuogai Hakata-ku,7,DOWNTOWN,1904,1,6,29820,0,29820,Other - Lodging/Residential,Other - Lodging/Residential,29820,,,,,,,54.4,56.3,130.4,132.4,1620721,1678285,0,306733,1046617,5741,574148,0,37.79,1.12,No,,Compliant,,,49,,22,18379
26713,2015,Multifamily HR (10+),High-Rise Multifamily,QUINTESSA APTS,5247800955,1-1 Hakataeki-Chuogai Hakata-ku,7,DOWNTOWN,2007,1,13,90959,0,90959,,,,,,,,,60,48,52.2,115.4,126.2,4361755,4748161,0,829363,2829904,15320,1531968,0,101.09,0.98,No,,Compliant,,,49,,22,18379
