user,activity,timestamp,x-axis,y-axis,z-axis,Date,Total_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Steps,Calories_Burned
36,Jogging,1.39E+13,5.37,19.53,-2.3699405,4/15/2016,8.029999733,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,11034,2525
6,Walking,3.58E+12,3.91,11.07,3.7864566,4/29/2016,7.110000134,0.819999993,0.479999989,5.809999943,0,12,15,369,645,10762,2254
7,Jogging,2.08E+14,-4.63,3.34,4.52,4/29/2016,7.190000057,0.479999989,1.210000038,5.5,0,21,40,281,1098,10245,2611
11,Walking,1.90E+12,8.31,8.58,-1.334794,4/28/2016,8.529999733,3.539999962,1.159999967,3.789999962,0,48,28,189,782,13154,1898
14,Jogging,5.98E+13,9.58,19.57,-2.6,4/18/2016,7.380000114,1.820000052,1.49000001,4.070000172,0,22,30,191,890,9105,3013
19,Jogging,1.30E+14,3.11,12.45,-2.6,4/29/2016,1.549999952,0,0,1.549999952,0,0,0,150,1290,2390,1404
2,Jogging,8.96E+12,0.5,-2.3,1.95,4/14/2016,18.97999954,10.55000019,0.589999974,7.75,0.02,68,13,298,1061,21129,3793
25,Jogging,8.37E+12,3.06,0.27,-1.14,5/3/2016,11.89999962,8.390000343,0.930000007,2.589999914,0,87,22,165,1166,15484,3023
11,Jogging,5.69E+13,-4.63,18.89,-2.34,4/22/2016,1.350000024,0,0,1.350000024,0,0,0,72,1341,1664,2241
31,Downstairs,2.45E+13,-4.14,5.63,-0.84,4/30/2016,5.099999905,0,0,5.090000153,0.01,0,0,324,1116,6744,2843
27,Jogging,1.14E+13,-12.95,-13.53,9.534244,4/18/2016,5.909999847,0.980000019,0.930000007,4,0,14,15,331,1080,8940,2116
14,Upstairs,5.81E+13,7.08,4.48,1.31,4/30/2016,5.679999828,0.330000013,1.080000043,4.260000229,0.01,5,20,248,1167,8452,1830
14,Walking,5.95E+13,0.72,3.45,-3.41,4/28/2016,2.599999905,0,0,2.599999905,0,0,0,141,758,3403,1879
34,Walking,4.99E+11,-0.3,9.85,1.04,4/21/2016,2.289999962,0.059999999,0.419999987,1.809999943,0,1,10,127,1302,3404,1610
29,Walking,8.15E+12,9.85,9.89,0.53119355,5/8/2016,6.579999924,3.529999971,0.319999993,2.730000019,0,44,8,203,574,10060,1740
15,Walking,1.45E+12,5.24,19.53,-0.9125633,5/5/2016,11.10000038,4.329999924,1.289999962,5.480000019,0,53,23,317,1047,15010,2933
18,Walking,1.89E+13,-4.14,12.64,0.10896278,5/7/2016,17.54000092,9.449999809,2.769999981,5.329999924,0,120,56,260,508,22770,4022
12,Downstairs,1.95E+13,-2.72,11.3,2.37,4/24/2016,0.25999999,0.039999999,0.050000001,0.159999996,0,3,8,19,1410,400,1799
13,Walking,1.17E+12,1.23,2.56,-3.405087,4/30/2016,0,0,0,0,0,0,0,0,1440,0,1980
18,Sitting,3.12E+11,5.52,1.73,8.43,4/25/2016,2.420000076,0.230000004,0.200000003,1.99000001,0,3,5,152,1280,3588,1654
33,Standing,5.08E+11,-0.04,9.85,1.5,4/18/2016,7.409999847,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,10536,1604
32,Walking,2.37E+13,-3.15,3.79,-4.1814466,5/8/2016,0,0,0,0,0,0,0,0,1440,0,1688
31,Jogging,2.32E+13,-19.23,18.05,4.33,5/10/2016,3.980000019,0,0,3.869999886,0.039999999,0,0,206,774,5546,2926
36,Downstairs,1.43E+13,-1.42,7.31,1.1849703,5/8/2016,4.900000095,0,0.25,4.650000095,0,0,8,308,733,7303,2423
26,Downstairs,1.98E+12,-2.75,12.22,0.76,5/10/2016,0,0,0,0,0,0,0,0,48,0,57
17,Upstairs,3.49E+13,1.8,7.82,-1.04,5/12/2016,3.910000086,2.950000048,0.200000003,0.75999999,0,28,4,39,839,4998,1505
10,Jogging,3.82E+12,-1.69,16.66,8.43,4/27/2016,8.340000153,5.630000114,0.180000007,2.529999971,0,55,6,145,829,11107,2693
33,Walking,5.53E+13,-2.3018389,1.9477097,-1.3756552,4/21/2016,1.529999971,0,0,1.529999971,0,0,0,153,749,2467,1370
11,Jogging,5.67E+13,7.35,10.84,-7.78,4/14/2016,3.460000038,1.929999948,0.99000001,0.540000021,0,29,16,33,1362,5234,1705
12,Jogging,1.83E+13,-4.18,19.42,-0.27,4/24/2016,7.130000114,5.599999905,0.189999998,1.340000033,0,41,4,82,1313,8905,1976
20,Walking,3.79E+11,3.76,4.71,2.6832085,5/11/2016,6.019999981,0.25999999,1.820000052,3.940000057,0,4,31,324,1081,9108,2131
5,Walking,1.23E+12,-2.3,12.49,0.88532263,4/13/2016,9.579999924,3.549999952,0.379999995,5.639999866,0,108,18,216,1098,15337,3566
23,Upstairs,2.10E+12,5.01,12.03,-2.64,4/12/2016,7.159999847,5.429999828,0.140000001,1.590000033,0,40,2,154,1244,9033,2044
31,Jogging,2.40E+13,19.53,18.77,0.38,4/24/2016,11.77999973,7.650000095,2.150000095,1.980000019,0,210,65,141,425,15764,4392
12,Jogging,1.84E+13,11.07,16.74,12.56,4/12/2016,20.39999962,12.22000027,0.340000004,7.820000172,0,85,7,312,1036,23186,3921
5,Walking,1.46E+12,3.95,8.01,-0.29964766,4/20/2016,10.67000008,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,15112,2897
31,Standing,2.51E+13,6.09,7.21,0.04,4/16/2016,3.390000105,2.519999981,0.810000002,0.059999999,0,36,18,9,1377,4732,2225
2,Jogging,1.02E+13,-2.53,0.72,-1.73,5/11/2016,0,0,0,0,0,0,0,0,1440,0,2063
34,Upstairs,2.32E+12,-3.34,18.35,-8.69,4/25/2016,5.900000095,0.680000007,0.180000007,5.03000021,0.01,8,3,249,1180,7802,2771
36,Downstairs,1.48E+13,-3.26,8.24,1.6480621,4/14/2016,3.700000048,0.870000005,0.860000014,1.970000029,0,14,24,105,863,5162,2507
20,Sitting,5.93E+13,-4.71,3.02,8.35,5/10/2016,10.21000004,3.470000029,1.75,4.989999771,0,62,34,275,626,15448,2361
4,Walking,2.68E+12,4.48,9.77,-2.49,5/1/2016,1.700000048,0,0.25999999,1.450000048,0,0,7,75,585,2573,1541
12,Upstairs,1.90E+13,-1.33,-14.44,-0.72,4/22/2016,3.75999999,0,0,3.75999999,0,0,0,266,1174,5583,1851
36,Downstairs,1.47E+13,-1.46,11.84,2.3018389,5/1/2016,7.440000057,0.660000026,2.75,4,0.02,8,95,282,1055,9837,3327
32,Upstairs,2.53E+13,-2.34,1.84,-2.3699405,4/23/2016,2.359999895,0,0,2.359999895,0,0,0,139,1301,3570,1645
7,Walking,2.08E+14,5.41,4.02,-0.99,4/21/2016,7.730000019,0.370000005,0.389999986,6.980000019,0,7,12,272,853,10055,3069
26,Walking,9.43E+11,8.28,3.68,1.46,4/19/2016,7.829999924,1.370000005,0.689999998,5.769999981,0,20,16,249,704,10181,3015
2,Walking,9.84E+12,-7.12,1.33,1.27,5/5/2016,6.960000038,0.99000001,1.159999967,4.809999943,0,14,22,305,591,10524,2066
17,Upstairs,3.43E+13,0.89,8.08,-5.67,5/1/2016,9.989999771,5.309999943,1.440000057,3.24000001,0,194,72,178,499,13368,4546
27,Walking,1.06E+13,7.35,6.78,-3.0237172,5/3/2016,10.86999989,4.480000019,1.019999981,5.360000134,0,58,31,330,1021,14510,2976
31,Jogging,2.41E+13,3.91,10.76,-0.5,5/9/2016,0,0,0,0,0,0,0,0,1440,0,1347
10,Walking,3.63E+12,-3.26,12.49,-4.25,5/4/2016,1.429999948,0,0,1.419999957,0,0,0,118,1322,2193,1368
21,Walking,1.18E+14,-1.5,12.26,0.3,5/10/2016,0,0,0,0,0,0,0,0,1440,0,2063
18,Walking,1.90E+13,-2.18,16.55,2.3699405,5/4/2016,7.019999981,0.589999974,0.579999983,5.849999905,0,8,13,313,1106,10429,2282
31,Walking,2.36E+13,-1.61,3.38,-0.15,4/18/2016,0,0,0,0,0,0,0,0,1440,0,1688
20,Sitting,5.92E+13,-3.98,3.21,8.62,5/4/2016,4.070000172,0,0,4.070000172,0,0,0,345,530,6564,1658
12,Downstairs,1.93E+13,0.46,1.31,2.11,5/6/2016,11,9.100000381,0.689999998,1.210000038,0,90,15,90,1245,13953,2859
16,Walking,5.78E+12,7.74,4.56,-1.2666923,4/16/2016,3.099999905,0,0,3.099999905,0,0,0,203,1155,4631,2076
34,Standing,1.94E+12,3.6,9.23,-1.99,4/20/2016,6.679999828,1.960000038,0.479999989,4.239999771,0,28,12,205,818,10544,1786
8,Walking,1.10E+14,2.53,0.89,-4.18,5/2/2016,6.809999943,3.480000019,0.660000026,2.660000086,0,66,26,139,737,10052,2754
30,Walking,5.95E+11,3.3,5.18,-1.12,4/17/2016,4.059999943,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,6175,1554
15,Jogging,5.41E+11,-1.27,6.05,2.9147544,4/21/2016,2.559999943,0,0,2.539999962,0,0,0,215,756,3809,2150
35,Walking,8.79E+11,2.87,9.19,0.040861044,4/18/2016,5.449999809,0.790000021,0.860000014,3.789999962,0,11,16,206,678,8247,1944
26,Walking,1.02E+12,-7.21,4.86,-1.08,4/19/2016,5.260000229,0,0,5.239999771,0.02,0,0,376,1064,7711,1985
34,Walking,3.60E+11,6.47,13.33,8.28,4/28/2016,3.940000057,0,0,3.940000057,0,0,0,310,714,6157,2780
8,Standing,1.13E+14,-6.66,7.16,1.42,4/16/2016,10.65999985,6.639999866,1.279999971,2.730000019,0,184,56,158,472,14269,4274
22,Jogging,1.19E+12,3.11,0.19,2.26,5/8/2016,5.53000021,0,0,5.53000021,0,0,0,318,517,7328,2250
3,Sitting,1.03E+14,1.14,-0.04,9.7,4/23/2016,0,0,0,0,0,0,0,0,1440,0,1841
29,Walking,7.33E+12,-0.76,4.18,-1.7297841,5/3/2016,0.01,0,0,0.01,0,0,0,1,1439,9,1843
13,Jogging,1.68E+12,-2.98,-3.06,-11.9450445,4/27/2016,7.579999924,1.860000014,0.400000006,5.320000172,0,26,9,295,623,11423,2194
16,Walking,5.58E+12,16.63,0.11,-0.84446156,4/25/2016,0,0,0,0,0,0,0,0,1440,0,1497
29,Walking,7.29E+12,1.88,11.92,-0.19068487,4/13/2016,6.630000114,0.99000001,0.340000004,5.269999981,0.02,16,8,371,1045,9715,2093
13,Walking,1.98E+12,-0.11,11.03,11.604536,4/14/2016,6.820000172,0.129999995,1.070000052,5.619999886,0,10,35,219,945,8863,2998
27,Walking,1.07E+13,-1.27,10.99,3.0645783,5/9/2016,0,0,0,0,0,0,0,0,1440,0,2063
14,Jogging,5.99E+13,9.66,19.57,-16.85,4/15/2016,5.670000076,2.039999962,1.110000014,2.529999971,0,30,21,139,864,8585,2395
1,Walking,5.83E+12,-2.26,4.63,-1.04,4/27/2016,4.210000038,0,0,4.179999828,0.029999999,0,0,287,1153,5565,2743
6,Walking,3.53E+12,0.5,16.02,-5.8567495,4/27/2016,5.840000153,0.330000013,0.180000007,5.329999924,0,4,4,192,676,7359,3061
12,Jogging,1.84E+13,3.3,19.57,-3.15,4/26/2016,7.760000229,2.369999886,0.930000007,4.460000038,0,40,18,238,750,11886,2093
6,Sitting,5.89E+13,6.4,2.45,6.55,4/18/2016,6.710000038,3.170000076,1.220000029,2.309999943,0,61,51,114,1136,9827,2743
34,Jogging,8.58E+11,9.11,18.62,-7.59,4/26/2016,6.050000191,0.430000007,2.029999971,3.589999914,0,12,41,283,1062,9148,2223
31,Jogging,2.42E+13,0.53,-3.06,-0.42,5/6/2016,1.450000048,0,0,1.450000048,0,0,0,108,1332,2091,2383
26,Walking,1.22E+12,-1.33,12.37,-2.26,5/5/2016,0,0,0,0,0,0,0,0,1440,0,2063
3,Jogging,1.01E+14,-14.06,6.74,0.91,4/30/2016,2.339999914,0,0,2.339999914,0,0,0,121,780,2946,2660
7,Walking,2.08E+14,10.61,14.02,-0.08,5/5/2016,9.68999958,0,0,1.179999948,0,0,0,70,1370,12427,3266
1,Walking,5.92E+12,-12.98,12.57,-0.27,4/25/2016,9.270000458,3.019999981,1.679999948,4.460000038,0.100000001,35,31,282,637,13239,2194
17,Jogging,5.84E+13,12.14935,12.299174,6.66035,4/17/2016,1.789999962,0.349999994,1.129999995,0.310000002,0,5,24,19,1392,2497,2067
28,Walking,1.58E+12,6.63,13.44,1.5390993,4/14/2016,0.079999998,0,0,0.029999999,0,0,0,3,1437,108,2011
28,Downstairs,3.13E+12,-3.41,10.46,1.9885708,5/2/2016,4.75,2.210000038,0.189999998,2.349999905,0,27,4,200,667,6910,2336
7,Jogging,2.08E+14,-11.18,13.63,4.56,4/21/2016,4.079999924,0,0,4.059999943,0,0,0,242,712,6093,1397
15,Jogging,4.40E+11,17.88,1.12,8.689782,4/13/2016,3.099999905,0,0,3.099999905,0,0,0,238,663,4993,1521
8,Walking,1.10E+14,0.65,14.52,3.57,4/12/2016,0.469999999,0,0,0.469999999,0,0,0,55,734,678,2220
24,Upstairs,1.58E+13,-19.19,2.11,-5.41,4/13/2016,6.099999905,4.170000076,0.629999995,1.309999943,0,35,11,96,1298,8053,1935
23,Jogging,6.90E+11,8.05,15.64,3.79,4/23/2016,8.680000305,0,0,8.680000305,0,0,0,512,468,11495,2651
19,Jogging,1.30E+14,-5.52,-5.94,-2.11,5/2/2016,2.619999886,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,3790,2505
35,Jogging,1.23E+12,-1.65,0.89,-2.7921712,5/1/2016,1.039999962,0,0,1.039999962,0,0,0,79,834,1619,1962
22,Upstairs,1.79E+12,-2.07,9.47,-6.02,4/24/2016,2.160000086,0,0,2.160000086,0,0,0,164,704,3490,1401
27,Jogging,1.16E+13,6.09,0.69,5.053149,4/24/2016,5.760000229,0,0,5.760000229,0,0,0,362,711,7623,2305
14,Walking,5.93E+13,-2.45,0.65,-1.38,4/26/2016,5.539999962,0.119999997,0.180000007,5.239999771,0,2,5,309,1124,8242,1882
17,Downstairs,3.46E+13,0,9.34,0.27,5/10/2016,5.559999943,0,0,5.550000191,0.01,0,0,373,1067,8275,1962
1,Jogging,6.11E+12,-2.91,-4.86,-7.16,5/1/2016,0.839999974,0,0,0.839999974,0,0,0,67,836,1251,1593
20,Walking,5.13E+11,-5.9,7.21,-3.759216,5/12/2016,0,0,0,0,0,0,0,0,711,0,665
36,Downstairs,1.44E+13,-3.53,16.21,5.829509,5/11/2016,9.319999695,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,13272,2544
18,Jogging,1.79E+13,-14.67,15.4,-2.2609777,4/29/2016,4.710000038,0,0,4.710000038,0,0,0,352,492,7604,1692
31,Walking,2.28E+13,-2.34,5.56,-1.5,5/8/2016,14.38000011,9.890000343,1.25999999,3.230000019,0,107,38,178,576,17298,3934
13,Walking,1.14E+12,1.27,3.87,-3.0645783,5/12/2016,1.789999962,0,0,1.789999962,0,0,0,128,830,2661,1125
30,Downstairs,1.03E+12,8.05,1.88,1.38,4/15/2016,6.730000019,0,0,6.730000019,0,0,0,299,837,8758,3066
28,Walking,1.67E+12,0.11,4.4,3.0237172,4/19/2016,10.47999954,4.409999847,0.75999999,5.309999943,0,53,17,304,1066,14194,2812
10,Walking,4.18E+12,0.04,14.1,3.17,4/22/2016,10.23999977,4.099999905,1.75999999,4.369999886,0,64,50,261,1065,15299,2889
25,Walking,7.64E+12,-2.96,8.96,1.08,4/26/2016,12.85000038,7.510000229,0.920000017,4.420000076,0,90,18,161,593,16208,3763
24,Jogging,1.52E+13,-1.95,-18.24,10.69,4/18/2016,0.170000002,0,0,0.170000002,0,0,0,17,1423,244,2111
11,Walking,2.19E+12,-4.18,4.71,3.0237172,4/24/2016,4.460000038,0,0,4.460000038,0,0,0,258,1182,5896,2703
13,Walking,1.35E+12,0.95,9.11,-2.3426998,5/3/2016,6.46999979,0.579999983,1.070000052,4.829999924,0,8,26,287,669,9648,2235
8,Walking,1.11E+14,1.5,2.45,-3.15,5/7/2016,0,0,0,0,0,0,0,0,111,0,120
20,Sitting,5.92E+13,-0.89,3.91,9.34,4/24/2016,7.420000076,0,0,7.420000076,0,0,0,419,1021,11085,2667
6,Walking,3.34E+12,1.04,7.82,-4.0180025,5/5/2016,0,0,0,0,0,0,0,0,1440,0,1688
16,Sitting,1.02E+12,5.48,2.56,8.2,4/15/2016,3.50999999,0,0,3.50999999,0,0,0,245,1195,5205,1801
8,Jogging,1.11E+14,-18.7,-18.92,-6.36,4/28/2016,4.329999924,0,0,4.329999924,0,0,0,255,1185,5731,2687
4,Walking,2.90E+12,0.93,13.48,-8.35,4/21/2016,6.659999847,2.630000114,1.019999981,3.00999999,0,35,18,158,1229,8538,2883
4,Walking,2.89E+12,11.26,13.29,1.65,5/7/2016,4.5,0,0,4.5,0,0,0,328,745,6815,1947
16,Walking,5.73E+12,1.65,5.33,-0.6537767,5/1/2016,8.069999695,2.299999952,0.899999976,4.849999905,0,30,15,258,685,12390,2730
4,Sitting,3.63E+12,-7.01,-0.72,-6.89,4/24/2016,6.460000038,0.150000006,2.049999952,4.269999981,0,2,44,206,1188,8286,2889
9,Walking,7.32E+12,-0.27,15.17,1.95,5/9/2016,3.380000114,0,0,3.380000114,0,0,0,197,125,4477,1248
18,Walking,1.89E+13,-2.96,8.01,4.440233,5/1/2016,0.850000024,0,0,0.850000024,0,0,0,51,1389,1170,1886
23,Upstairs,1.83E+12,-7.59,17.92,12.07,4/14/2016,8.239999771,2.950000048,0.340000004,4.960000038,0,34,6,304,1096,11179,2668
20,Walking,1.42E+12,-6.24,0.95,-3.9771416,4/17/2016,0.02,0,0,0.02,0,0,0,3,1363,29,1464
28,Walking,1.63E+12,-5.01,17.2,1.3075534,4/15/2016,7.170000076,0.050000001,0.050000001,7.010000229,0.01,106,1,281,1052,13422,3934
15,Walking,1.38E+12,4.02,18.12,0.14982383,4/16/2016,9.029999733,0.239999995,1.25,7.539999962,0,3,24,335,556,11140,3328
29,Jogging,7.62E+12,7.27,-1.23,-1.1849703,4/14/2016,5.320000172,0,0,5.320000172,0,0,0,331,1109,7910,1893
16,Walking,5.31E+12,6.21,6.44,-0.53119355,4/20/2016,18.11000061,11.02000046,0.689999998,6.340000153,0,73,19,225,1123,19948,3679
31,Walking,2.39E+13,1.04,15.05,4.59,5/11/2016,7.840000153,0.529999971,0.790000021,6.53000021,0,8,18,256,858,10201,2954
15,Walking,1.11E+12,8.47,6.55,-1.9885708,5/4/2016,3.460000038,0,0,3.460000038,0,0,0,252,1188,5232,1842
20,Standing,5.96E+13,-0.8,9.47,2.96,5/2/2016,0,0,0,0,0,0,0,0,1440,0,1348
7,Jogging,2.08E+14,5.48,11.26,-0.38,4/23/2016,13.23999977,4.199999809,2,7.039999962,0,58,41,347,484,20031,2571
23,Jogging,1.49E+12,5.43,-7.04,-11.33,4/28/2016,1.029999971,0,0,1.029999971,0,0,0,76,1364,1532,1473
32,Jogging,2.46E+13,15.89,18.43,10.460427,4/29/2016,4.260000229,1.289999962,0.540000021,2.400000095,0,16,14,136,1257,6260,1854
11,Jogging,5.71E+13,-4.56,12.26,-3.79,4/22/2016,6.199999809,0,0,6.199999809,0,0,0,402,413,8206,2409
19,Jogging,1.30E+14,8.43,-8.81,0.08,4/29/2016,0,0,0,0,0,0,0,0,1440,0,1841
26,Walking,3.70E+11,11.65,3.91,1.23,5/9/2016,3.269999981,0.200000003,0.119999997,2.940000057,0,3,5,173,1225,4556,2785
35,Jogging,5.12E+11,8.35,6.51,4.3312707,4/24/2016,15.73999977,11.01000023,0.01,4.690000057,0,64,1,227,1148,16674,3455
23,Jogging,1.37E+12,-2.64,13.48,-4.71,4/20/2016,2.00999999,0,0.280000001,1.74000001,0,0,10,139,744,3147,2188
32,Walking,2.35E+13,-3.21,3.53,-3.7864566,4/29/2016,0.620000005,0,0,0.620000005,0,0,0,45,1395,924,1410
26,Walking,3.42E+11,19.57,4.18,-6.55,4/12/2016,8.409999847,5.269999981,0.150000006,2.970000029,0,59,6,153,745,11317,2772
29,Jogging,8.53E+12,8.31,9.53,3.9499009,5/4/2016,0,0,0,0,0,0,0,0,1440,0,1841
13,Walking,1.90E+12,0.08,6.66,-0.29964766,4/13/2016,6.710000038,2.029999971,2.130000114,2.549999952,0,31,46,153,754,10035,1495
1,Jogging,6.22E+12,-12.18,-17.73,13.48,5/5/2016,4.789999962,0,0,4.789999962,0,0,0,239,1201,6339,2682
3,Walking,1.02E+14,8.08,6.97,-1.92,5/11/2016,6.130000114,0.200000003,0.74000001,5.179999828,0,3,18,311,574,9129,2232
13,Jogging,2.23E+12,4.71,11.41,-7.9270425,5/6/2016,5.590000153,1.549999952,0.25,3.779999971,0,74,5,166,831,7045,3644
26,Jogging,8.68E+11,9.62,7.25,2.41,5/11/2016,4.440000057,1.49000001,0.310000002,2.650000095,0,24,7,199,709,6722,1855
5,Walking,1.75E+12,5.75,10.65,-2.7240696,4/24/2016,0,0,0,0,0,0,0,0,1440,0,1980
6,Walking,3.84E+12,4.67,18.54,-3.8681788,4/23/2016,11.36999989,2.779999971,1.450000048,7.150000095,0,32,35,360,591,16901,2629
12,Upstairs,1.95E+13,-11.22,1.61,4.14,4/14/2016,5.800000191,0,0,5.769999981,0.029999999,0,0,363,1077,7671,2952
25,Walking,7.83E+12,-1.65,11.03,-4.67,4/19/2016,5.400000095,0,0,5.389999866,0.01,0,0,321,1119,7142,2839
18,Walking,1.84E+13,7.5,19.57,4.903325,4/29/2016,4.949999809,1.360000014,1.409999967,2.180000067,0,20,23,206,1191,7365,1780
35,Jogging,1.37E+12,4.52,3.57,3.0645783,5/12/2016,0.419999987,0,0,0.409999996,0,0,0,21,721,590,1120
8,Jogging,1.11E+14,-6.09,4.86,9.58,4/15/2016,3.799999952,0,0,3.799999952,0,0,0,228,752,5664,1985
36,Jogging,1.39E+13,-7.89,16.89,11.495573,4/20/2016,4.849999905,0,0.49000001,4.340000153,0,0,11,283,1146,7192,1922
6,Downstairs,4.01E+12,-0.91,8.96,-1.2258313,4/26/2016,0.850000024,0,0,0.850000024,0,0,0,80,1360,1321,1928
18,Jogging,1.78E+13,9.47,19.15,-3.1463003,5/9/2016,9.109999657,4.260000229,1.710000038,3.119999886,0,67,50,171,743,13566,2960
20,Walking,5.65E+11,-0.57,5.98,-2.1383946,5/11/2016,6.110000134,2.25,1,2.859999895,0,34,22,232,622,9105,2499
32,Jogging,2.45E+13,-12.72,19.53,-3.445948,4/13/2016,0,0,0,0,0,0,0,0,1440,0,1981
28,Downstairs,2.70E+12,1.73,8.62,4.2495484,4/12/2016,5.880000114,0,0,5.849999905,0,0,0,263,718,7213,2947
9,Walking,9.31E+12,9.19,2.6,-0.15,4/26/2016,0,0,0,0,0,0,0,0,1440,0,2060
23,Jogging,5.93E+11,6.89,-14.33,-9.53,4/30/2016,26.71999931,21.65999985,0.079999998,4.929999828,0,124,4,223,1089,27745,4398
30,Upstairs,9.33E+11,-14.02,4.02,5.05,5/3/2016,9.369999886,0,0,0,0,0,0,0,1440,12015,3212
16,Standing,5.86E+13,1.08,9.92,0.38,5/12/2016,3.619999886,0.649999976,0.270000011,2.690000057,0,8,6,102,433,4561,1976
2,Walking,7.99E+12,-2.53,14.56,3.21,5/4/2016,2.25999999,0,0,2.25999999,0,0,0,156,1279,2997,1902
19,Walking,1.31E+14,-1.46,11.14,0.38,4/15/2016,1.769999981,0,0,1.75999999,0,0,0,105,1335,2672,1632
16,Walking,5.43E+12,11.14,4.48,1.1168685,5/2/2016,5.130000114,0,0,5.110000134,0.02,0,0,268,1172,6781,2725
13,Downstairs,2.90E+12,-2.26,15.51,0,5/8/2016,17.64999962,13.39999962,0.589999974,3.660000086,0,125,14,228,1073,22026,3589
26,Jogging,7.04E+11,-18.69,12.72,-8.01,5/2/2016,6.380000114,1.059999943,0.409999996,4.900000095,0,23,9,227,724,9769,1996
25,Walking,7.64E+12,3.21,1.73,-0.11,4/30/2016,4.590000153,0.330000013,0.360000014,3.910000086,0,10,20,301,749,7174,2896
32,Walking,2.37E+13,1.27,16.36,6.0882955,4/22/2016,6.849999905,2.420000076,0.790000021,3.299999952,0,62,30,200,823,9172,3329
28,Walking,1.89E+12,-2.83,12.91,1.334794,5/5/2016,3.190000057,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,4363,2463
20,Jogging,1.49E+12,9.85,9.43,-1.920469,5/8/2016,3.480000019,0,0,3.470000029,0,0,0,247,1193,5161,1821
8,Walking,1.11E+14,2.72,-0.04,-1.69,4/30/2016,6.659999847,2.24000001,0.75999999,3.670000076,0,32,16,237,731,10081,2002
20,Walking,5.63E+11,-4.52,9.11,-3.336985,4/17/2016,11.39999962,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,15112,2782
19,Standing,1.31E+14,-5.43,7.82,-1.33,5/1/2016,0,0,0,0,0,0,0,0,1440,0,2017
35,Jogging,1.46E+12,2.72,4.25,1.7570249,4/16/2016,3.49000001,0,0,3.49000001,0,0,0,176,1264,5370,1463
34,Walking,1.15E+12,1.76,9.51,0.93,4/16/2016,3.769999981,0,0,3.769999981,0,0,0,288,521,5771,1831
22,Jogging,1.05E+12,5.18,4.44,4.75,4/28/2016,7.119999886,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,10140,2296
19,Jogging,1.30E+14,0.27,-19.08,6.09,4/12/2016,0,0,0,0,0,0,0,0,1440,0,1841
12,Sitting,1.87E+13,8.08,-2.18,4.18,4/28/2016,4.300000191,0.899999976,0.49000001,2.910000086,0,11,10,139,711,5417,2884
19,Sitting,1.32E+14,8.96,-0.76,2.3,4/17/2016,7.909999847,5.429999828,0.150000006,2.329999924,0,41,5,157,1237,10204,2112
28,Standing,3.22E+12,1.18,9.47,3.0645783,5/9/2016,9.380000114,6.119999886,0.569999993,2.690000057,0,66,12,148,1214,12465,2765
14,Jogging,5.97E+13,13.44,12.79,-5.41,4/17/2016,0,0,0,0,0,0,0,0,1440,0,1688
15,Jogging,4.81E+11,18.77,19.57,-0.53119355,5/4/2016,0,0,0,0,0,0,0,0,1440,0,1557
13,Walking,2.00E+12,-1.42,14.37,4.2904096,4/15/2016,2.539999962,0,0,2.539999962,0,0,0,176,527,3844,1725
19,Jogging,1.30E+14,7.74,8.01,-0.38,5/9/2016,7.579999924,2.130000114,0.889999986,4.559999943,0,59,22,251,667,11611,2272
3,Walking,1.02E+14,3.83,5.28,-2.91,5/6/2016,3.289999962,0,0,3.289999962,0,0,0,204,1236,4878,1742
16,Walking,5.45E+12,7.21,6.4,-1.4165162,4/17/2016,0,0,0,0,0,0,0,0,1440,0,1629
23,Walking,2.93E+11,1.23,14.63,11.11,4/19/2016,9.420000076,7.019999981,0.639999986,1.75999999,0,108,23,111,733,12574,3501
19,Walking,1.31E+14,-4.37,5.52,-2.45,4/22/2016,7.090000153,1.769999981,1.549999952,3.769999981,0,30,33,240,659,10725,2086
10,Standing,5.52E+12,-1.23,9.89,-0.76,4/29/2016,3.140000105,0,0,3.130000114,0,0,0,226,1106,4676,2196
11,Jogging,5.68E+13,-11.92,5.94,0.53,4/29/2016,8.329999924,2.789999962,0.639999986,4.909999847,0,46,15,270,709,12764,2169
19,Walking,1.31E+14,-3.41,6.51,0.46,4/17/2016,1.690000057,0,0,1.690000057,0,0,0,93,599,2132,2572
20,Sitting,5.91E+13,-1.73,2.98,9.53,5/3/2016,3.720000029,0,0,3.720000029,0,0,0,304,981,5992,1604
20,Walking,3.62E+11,19.08,13.95,7.43671,4/23/2016,3.309999943,0,0,3.309999943,0,0,0,233,546,4935,1945
5,Walking,1.81E+12,5.9,14.56,1.1168685,4/28/2016,7.28000021,1.00999999,0.330000013,5.940000057,0,13,8,359,552,10817,2367
